fecha,EST,LAT,LONG,TEMPERATURA,PH,OXIGENO_DISUELTO,CONDUCTIVIDAD,TURBIEDAD,ALCALINIDAD_TOTAL,CLORUROS_TOTALES,DUREZA_TOTAL,FLUORUROS,NITROGENO_DE_NITRATOS,NITROGENO_DE_NITRITOS,NITROGENO_AMONIACAL,NITROGENO_TOTAL_KJELDAHL,SULFATOS,SAAM,DBO_5,DQO,GRASAS_Y_ACEITES,FOSFORO_TOTAL,SST,SOLIDOS_DISUELTOS_TOT,SOLIDOS_SEDIMENTABLES,SULFUROS,ALUMINIO,ARSENICO,BARIO,CADMIO,COBRE,CROMO,FIERRO,MANGANESO,MERCURIO,NIQUEL,PLOMO,SODIO,ZINC,COLIFORMES_TOTALES,COLIFORMES_FECALES,MATERIA_FLOTANTE,TEMP_AMBIENTE,ACIDEZ_TOTAL,DUREZA_DE_CALCIO,SOLIDOS_TOTALES,NITROGENO_TOTAL
09/04/13,RS-01,20.346928,-102.779392,22.2,8.73,5.61,1163,130,409.74,71.82,200.06,1.61,0.14,0.01,0.82,0.98,100.39,0.19,4.86,55.08,0,0.88,183,824,0.1,0,1.6127,0.0043,0.2222,0,0,0,3.377,0.166,6.10E-04,0,0.0032,134.2,0.059,430,230,0,24.5,0,0,1007,1.12
05/09/19,RS-01,20.346928,-102.779392,22,7.3,3.03,318,23,114.23,16.75,93.98,0.27,0.67,0.727,1.04,1.9,23.27,0.16,3.51,24,0,0.54,26,211,0.1,0.92,2.3032,0,0.109,0,0,0,1.73,0.187,0,0,0,16.1,0,460,460,0,29,12.77,52.71,237,3.3
12/11/21,RS-01,20.346928,-102.779392,19,6.5,2.31,496,9.7,189.12,39.48,95.8,0.35,0.75,0.426,1.84,4.27,23.49,0.29,8.85,19.55,0,0.75,13,307,0,0,0.665,0.003,0.075,0,0,0,0.764,0.299,0,0,0.0074,43.4,0,240,240,0,24,17.77,76.76,320,5.45
29/04/21,RS-01,20.346928,-102.779392,25,8.2,5.49,1105,55,368.23,79.06,236.78,1.71,0,0,1.05,2.98,118.75,0.17,3.39,64.23,5.23,0.47,75,696,0.1,0.86,6.64,0,0.468,0.00113,0,0,3.518,0.093,6.00E-04,0,0.0172,126.4,0.025,15,15,0,24,0,128.11,771,2.98
26/01/10,RS-01,20.346928,-102.779392,18.9,8.44,5.88,822.33,54.5,330,48,208,0.97,0,0,2.34,4.68,69.07,0,4.96,36.44,8.42,0.5,57,617,0,0,4.443,0.0121,0,0,0,0,3.068,0,0.0011,0,0,68.5,0.083,43000,43000,0,19,0,0,674,4.68
16/10/18,RS-01,20.346928,-102.779392,21,7.4,3.38,275.1,40,100.45,9.8,97.89,0.41,2.77,0.13,0,5.48,23.61,0.11,2.27,23.81,9.19,0.45,49,182,0.1,2.07,3.2424,0.0039,0.1083,0,0,0,3.04,0.11,0,0,0,0,0,110,7,0,22,6.19,57.87,231,8.38
22/11/17,RS-01,20.346928,-102.779392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15/02/18,RS-01,20.346928,-102.779392,21,8.6,4.25,925.4,33,331.65,56.14,214.71,1.77,0.14,0,0,1.11,100.33,0,2.97,34.66,7.77,0.54,33,628,0,4.71,3.6151,0.0037,0.2419,5.10E-04,0,0,1.915,0.054,0.001,0,0,94.8,0.063,4,1,0,28,0,152.33,661,1.25
11/11/09,RS-01,20.346928,-102.779392,19.2,7.12,0,477,8.07,179.3,17.72,78.64,0.28,0,0,1.76,3.52,28.36,0.69,8.61,26.2,0,1.14,15,290,0,0.258,0.337,0,0,0,0,0,0.519,0.183,0,0,0,26,0,4600000,150000,0,19,8,0,305,3.52
01/04/14,RS-01,20.346928,-102.779392,23.1,8.69,0.95,1062,110,356.84,65.79,174.33,1.49,0,0,0.82,3.67,104.27,0.19,3.14,45.85,0,0.88,106,745,0,0.63,0.5746,0.0099,0.0149,0,0,0,3.576,0.12,0,0,0.0105,131.1,0,2400,2400,0,25.5,0,0,851,3.67
19/07/11,RS-01,20.346928,-102.779392,23.7,6.93,0.57,413,130,124.77,23.14,126.52,0,0.43,0,4.39,9.28,31.87,0,21.06,94.89,0,1.9,116,387,0,6.91,4.7536,0.0041,0.1087,0,0,0,5.467,0.42,0,0,0.0026,24.39,0,1100000,1100000,1,24.7,0,0,57,7.3
05/01/22,RS-01,20.346928,-102.779392,19,7.5,1.93,882,18,297.9,60.26,170.12,0.98,0,0.196,2.78,4.55,73.96,0.38,5.38,37.547,0,1.01,25,562,0,0.53,1.455,0.0108,0.119,0,0,0,0.96,0.15,0,0,0.0074,103.7,0,460,460,0,19,2.29,97.11,562,4.75
10/09/18,RS-01,20.346928,-102.779392,21,7.4,3.94,218.1,120,83.53,9.63,119.79,0.55,2.87,0.128,0,28.04,0,0,3.38,35.9,0,0.74,124,208,0.3,2.05,5.7401,0,0.0737,0,0,0,6.483,0.212,0,0,0,0,0.04,460,240,0,24,2.22,61.18,332,31.04
10/03/14,RS-01,20.346928,-102.779392,0,0,0,0,0,0,0,2.08,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26/02/13,RS-01,20.346928,-102.779392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/02/15,RS-01,20.346928,-102.779392,17.5,8.28,4.05,960,80,326,57.7,197.83,1.61,0.24,0,1.83,3.05,99.22,0.19,4.2,41.04,0,0.81,70,685,0,1.39,7.304,0,0.0113,0,0,0,3.924,0.126,0,0,0,115.5,0.11,46,7,0,16,0,0,755,3.51
29/07/09,RS-01,20.346928,-102.779392,25,7.05,0,528,17.3,229.11,39.32,71.04,0.26,0,0,3.26,7.75,17.43,0.22,34.4,93.96,10.66,0.81,38,345,0,0.51,0.258,0.0071,0,0,0,0,0.651,1.193,6.00E-04,0,0,32.3,0,4300,4300,0,22,0,0,383,7.75
10/10/13,RS-01,20.346928,-102.779392,20.8,7.13,4.04,196.7,290,83.33,7.65,72.68,0.38,3.82,0.131,0.87,3.01,15.25,0.19,7.08,35.49,0,0.93,336,169,0,7.05,0.14,0,0,0,0.05,0,6.65,0.24,5.10E-04,0,0,10.1,0.17,150000,75000,0,24.3,0,0,505,6.96
06/06/22,RS-01,20.346928,-102.779392,27,8.2,2.09,968,40,343.96,67.75,221.22,1.1,0.18,0.011,1.61,3.34,64.22,0.44,4.3,49.315,7.19,0.75,41,688,0,0.51,3.58,0.029,0.153,0,0,0,2.054,0.093,0,0,0.0101,115.9,0.021,2,2,0,33,6.73,123.38,729,3.53
18/10/17,RS-01,20.346928,-102.779392,22,7.56,3.67,935.5,8.1,199.67,59.5,29.92,0.88,0.87,0.661,0.97,6.08,217.84,0.27,4.5,0,0,1.8,15,560,0,1.32,0.7784,0,0.0867,0,0,0,0.609,0.253,8.70E-04,0,0,58,0,46,46,0,21,0,0,575,7.61
12/05/20,RS-01,20.346928,-102.779392,22,7.3,4.29,1023,34,390.57,62.94,201.63,1.18,0,0,1.09,2.36,104.25,0.15,3.3,34.93,12.28,0.97,19,675,0,4.74,2.025,0.0138,0.209,0,0,0,1.004,0.089,7.60E-04,0,0.0085,110.7,0.033,240,240,0,22,13.97,136.81,694,3.45
02/12/19,RS-01,20.346928,-102.779392,19,7.7,5.3,746,11,267.33,42.91,176.3,2.57,0,0,1.73,3.01,60.24,0.31,6.04,28.3,0,1.01,14,450,0,2.49,0.0539,0,0.148,0.00139,0,0,0.741,0.155,0,0,0,67.6,0.048,46,46,0,22,10.04,116.22,464,3.01
09/09/13,RS-01,20.346928,-102.779392,20.8,7.23,3.2,248,750,94.96,10.44,22.21,0.65,2.89,0.203,2.84,6.54,29.15,0.19,12.3,102.04,0,2.54,635,253,0.4,4.1,0.5515,0,0.0067,0,0,0,20.771,0.543,0,0,0.0059,0,0.063,1100000,460000,0,23.8,0,0,0,6.54
06/05/19,RS-01,20.346928,-102.779392,24,7.9,4.3,880,24,75.21,51.26,143.66,0.8,0,0,1.02,1.81,94.36,0.11,3.33,66.79,5.14,0.47,19,570,0,2.09,0.8564,0,0.4347,0,0,0,1.214,0.061,0,0,0.0105,104.8,0.797,110,110,0,30,18.9,131.94,589,1.81
05/04/11,RS-01,20.346928,-102.779392,24.1,8.58,5.22,873,65,312.79,51.38,222.55,1.16,0.21,0,1.85,2.23,84.54,0,0,41.96,0,0.81,774,588,0,0.39,4.7995,0.0115,0.0165,0,0,0,1.209,0.056,0.00129,0,0.0043,87.62,0.032,9300,9300,0,25.1,0,0,1362,2.44
07/06/21,RS-01,20.346928,-102.779392,25,8.3,3.6,1031,37,417.06,72.7,206.93,0.97,0,0,6.7,13.98,82.72,0.59,31.8,152.28,12.63,1.65,70,728,2,2.59,1.785,0,0.143,0.0016,0,0,1.37,0.133,0,0,0.0106,141.5,0.039,460,460,0,25,25.06,115.04,798,13.98
04/08/14,RS-01,20.346928,-102.779392,23.3,7.15,2.74,27.8,75,113.09,11.1,83.85,0.5,1.64,0.397,1.81,3.33,26.01,0.19,3.38,35.8,0,1.07,40,233,0,0,7.172,0,0,0,0,0,4.041,0.131,0,0,0,10.3,0,110,110,1,25.3,0,0,273,4.97
11/10/16,RS-01,20.346928,-102.779392,19.7,7.18,1.3,373,24,131.65,16.2,111.52,0,0.48,0.628,0,2.15,45.02,0,17.97,26.46,0,0.62,26,285,0,26.9,1.7248,0,0,0,0,0,1.565,0.179,0,0,0,17.8,0,0,0,0,18.7,0,0,311,3.26
20/09/17,RS-01,20.346928,-102.779392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/06/09,RS-01,20.346928,-102.779392,24,6.9,0,591,57.8,229.1,53.04,84.1,0.45,0,0.042,7.06,10.87,55.94,0.6,55.8,132.7,13.8,1.83,109,350,0,0.12,1.916,0,0,0,0,0,1.854,0.286,7.00E-04,0,0,42.5,0.094,230000,230000,0,25,0,0,459,10.912
27/09/11,RS-01,20.346928,-102.779392,24.5,7.22,0.78,563,33,253.26,65.05,164.54,0,0.25,0,2.59,6.58,20.96,1.35,59.88,84.78,0,1.13,23,385,0,8,0.0684,0.0038,0,0,0,0,0.436,0.365,0,0,0,43.81,0.029,460000,460000,1,27.4,0,0,408,9.05
17/07/17,RS-01,20.346928,-102.779392,23,7.12,0,336.6,270,90.71,14.95,95.09,0,0.75,0.3,1.18,5.64,24.36,0,9.84,78.96,0,1.25,143,319,0.2,6.28,15.2577,0,0.1487,0.00287,0,0,14.829,0.471,0,0,0.0066,17.1,0.037,110,110,0,23,0,0,462,6.69
17/08/10,RS-01,20.346928,-102.779392,23.86,7.18,0.15,742,45,205,53,224,0.51,0,0,0.74,5.89,124.4,0.137,22.26,110.1,0,3.33,58,568,0.1,0.99,0.0104,0,0,0,0,0,0.463,0.022,0,0,0,65.24,0.166,1100000,1100000,0,20,0,0,626,5.89
06/10/15,RS-01,20.346928,-102.779392,22.3,7.36,4.06,288,12,127.45,14.16,95.69,0.27,0.85,0.316,0.83,1.83,9.23,0,3.96,0,0,0.69,7,243,0,1.46,0.7678,0,0,0,0,0,1.073,0.157,7.30E-04,0,0,11.7,0,0,0,0,24.6,0,0,243,3
27/02/20,RS-01,20.346928,-102.779392,22,7.9,6.71,907,31,339.01,53.91,185.69,1.44,0.38,0,0,1.74,87.2,0,3.04,25.5,0,0.52,32,646,0,0,3.85,0.0127,0.228,0,0,0,1.841,0,5.90E-04,0,0.0072,96.5,0,11,11,0,15,0,149.49,678,2.12
19/05/22,RS-01,20.346928,-102.779392,25,7.9,4.01,962,45,332.66,66.78,214.66,1.71,0.15,0,0.93,2.62,149.86,0.23,4.44,37.516,43.67,0.56,51,639,0,0,3.99,0.0217,0.157,0,0,0,2.382,0.066,0,0,0.0087,112.9,0,240,240,0,29,0,113.03,690,2.77
29/08/12,RS-01,20.346928,-102.779392,25.7,7.3,1.94,275,120,115,9.93,95.23,0,1.33,0.335,1.53,3.31,20.52,0.25,4.87,31.05,9.7,0.64,88,251,0,0,3.1063,0.0032,0.1396,0,0,0,4.641,0.137,0,0,0,0,0,930000,430000,1,23.3,0,0,339,8.32
24/07/12,RS-01,20.346928,-102.779392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.2,0,0,0,0
09/06/20,RS-01,20.346928,-102.779392,25,8,6.11,1012,26,378.39,64.29,257,1.09,0.18,0,0,1.56,103.72,0,3.75,35.92,0,0.52,28,687,0,0,1.592,0,0.235,0.00267,0,0,1.811,0.058,0,0,0.0088,103.8,0.025,46,24,0,23,0,152.1,715,1.74
25/05/09,RS-01,20.346928,-102.779392,25,8.5,2.63,980,12,458.2,52.13,225.7,0.97,0,0,4.25,6.91,93.6,0.47,15.6,79.69,9.57,0.87,36,589,0,0.79,0,0.0087,0,0,0,0,0.31,0.177,5.00E-04,0,0,0,0,150000,70000,0,0,0,0,625,6.91
09/06/14,RS-01,20.346928,-102.779392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14/05/13,RS-01,20.346928,-102.779392,22.2,8.67,3.74,1230,100,447.72,80.69,180.2,1.68,0.18,0.01,2.38,3.28,132.29,0.19,3.65,64.28,0,1.16,163,841,0,0.34,4.2416,0.0087,0.0189,0,0,0,5.613,0.157,0,0,0,153.9,0.043,930,430,1,24.2,0,0,1004,3.46
29/01/13,RS-01,20.346928,-102.779392,19.1,8.8,4.51,507,45,365.46,62.14,242.97,1.28,0.25,0.011,0,2.38,97.77,0.19,1.68,33.39,0,0.47,98,673,0,1.88,3.2775,0,0.0995,0,0,0,2.758,0.064,0,0,0.0055,106.2,0.188,430,230,0,21.8,0,0,771,2.63
01/06/16,RS-01,20.346928,-102.779392,26.1,7.94,0.89,1027,24.6,377.12,69.9,231.93,1.3,0,0,0,2.46,92.58,0,7.44,162.52,0,0.87,44,705,0,7.84,2.1329,0.0093,0.0167,0,0,0,1.313,0.121,0,0,0,124.1,0,43,23,0,27.1,0,0,749,2.46
01/09/14,RS-01,20.346928,-102.779392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20/01/21,RS-01,20.346928,-102.779392,19,8.3,6.4,998,29,360.06,66.43,230.86,1.33,0,0,0.52,2.18,106.16,0.18,2.35,28.08,0,0.61,41,649,0,0.34,2.2,0,0.262,0.00173,0,0,1.832,0.057,0,0,0.0115,116.3,0.048,11,4,0,23,0,90.4,690,2.18
12/03/19,RS-01,20.346928,-102.779392,23,7.7,0.94,823,24,316.69,46.51,184.59,1.49,0,0,0,1.71,99.46,0.13,3.21,36.21,13.41,0.71,20,521,0,2.91,0.6929,0,0.1853,0,0,0,1.224,0.091,0,0,0.0039,81.3,0,150,75,0,22,10.1,117.75,541,1.71
23/08/11,RS-01,20.346928,-102.779392,26.4,8.39,4.05,856,45,313.06,49.47,231.66,1.25,0,0,0.8,3.71,67.42,0,7.86,68.55,7.59,0,46,614,0,0,7.7299,0.0067,0.1607,0,0,0,1.792,0.089,0,0,0,73.92,6.094,93000,93000,0,25.5,0,0,53,32.15
12/05/14,RS-01,20.346928,-102.779392,24.5,8.13,2.16,1185,50,403.03,67.22,236.19,1.51,0,0,1.23,2.69,104.8,0.19,45.23,45.85,0,0.95,46,787,0,0.91,0.5886,0.0073,0.0152,0,0,0,1.781,0.114,0.00205,0,0,147.3,0.034,21,15,0,24.8,0,0,833,2.69
03/12/21,RS-01,20.346928,-102.779392,20,7.5,1.32,718,14.5,269.69,56.82,118.84,0.58,0,0,4.27,8.48,30.91,0.52,26.22,55.69,21.65,1.27,32,422,0.1,0,0.885,0,0.157,0,0,0,0.622,0.389,0,0,0.0042,78.7,0,11,11,0,22,29.89,92.52,454,8.48
03/11/14,RS-01,20.346928,-102.779392,19.8,7.86,3.89,68.2,28,232.2,38.85,158.51,0.77,0,0,0.7,3.28,59.21,0.19,5.26,58.85,9.34,0.6,30,454,0,0.4,2.9513,0,0,0,0,0,2.409,0.148,0.00117,0,0,77.6,0,930000,930000,0,19.2,0,0,484,3.28
10/11/15,RS-01,20.346928,-102.779392,22.2,7.19,2.59,345,9.7,151.74,14.65,120.74,0.36,0.11,0.284,1.06,1.54,12.9,0.41,7.14,0,0,0.75,14,246,0,5.44,0.429,0,0,0,0,0,0.63,0.17,0,0,0,18.5,0,0,0,0,23.4,0,0,260,1.93
12/01/15,RS-01,20.346928,-102.779392,18.2,8.57,5.45,90.3,75,318.35,54.33,197.82,1.57,0.24,0,0.85,3.48,98.74,0,3.38,55.49,0,0.65,128,580,0,3.6,6.688,0,0.0132,0,0,0,4.65,0.089,0.00103,0,0,114.2,0,46000,15000,0,18.5,0,0,708,3.72
07/04/15,RS-01,20.346928,-102.779392,23.6,8.78,4.65,1008,80,323.62,62.7,201.66,1.68,0.1,0,1.71,2.44,107.65,0,3.24,44.6,0,0.74,117,670,0.1,1.1,8.36,0.0066,0.0105,0,0,0,5.209,0.103,0,0,0.0027,117.1,0.024,110,110,0,26.7,0,0,787,2.54
13/02/17,RS-01,20.346928,-102.779392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/02/14,RS-01,20.346928,-102.779392,20.23,8.34,3.93,994,50,336.57,59.76,213.48,0.96,0,0,0.88,3.98,94.93,0.19,2.38,39.78,0,0.8,57,651,0,0.79,0.7841,0,0.01,0,0,0,1.488,0.068,0.00125,0,0,104.2,0.049,9300,1500,0,19.5,0,0,708,3.98
17/12/13,RS-01,20.346928,-102.779392,20.8,3,0,0,1,9.75,5.56,2.08,0.27,0.1,0.022,0.5,0.5,2.95,0.19,1.26,25,8.37,0.37,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16/07/13,RS-01,20.346928,-102.779392,22.3,7.01,1.42,398,140,152,17.06,119.32,0.6,0.1,0,2.31,2.58,32.86,0.45,15.9,63.74,0,0.68,142,299,0,1.14,5.0095,0,0,0,0.089,0,7.231,0.242,0,0,0.011,27.3,0.072,750000,430000,0,22.4,0,0,441,2.68
11/06/18,RS-01,20.346928,-102.779392,26,8.1,1.38,919,36,356,63.06,237.2,1.56,0,0,0,1.46,127.53,0,8.52,56.45,8.64,0.58,19,661,0,10.52,2.1212,0.0031,0.1652,0,0,0,1.162,0.067,0,0,0.0039,104.6,0.06,460,75,1,25,0,144,680,1.46
20/07/10,RS-01,20.346928,-102.779392,23.1,6.32,0.42,502,85,173,40.05,102.9,0.49,0.25,0.023,2.21,5.15,61.56,0.26,19.92,88,14.58,2.31,52,421,0,5.97,0.541,0,0,0,0,0,3.617,0.229,0,0,0,37.8,0.398,0,1100000,1,23,0,0,473,5.423
07/10/20,RS-01,20.346928,-102.779392,21,6.3,1.52,440,14,186.04,21.69,114.65,0.39,0,0,2.81,4.8,12.5,0.34,11.85,30.01,0,1.59,19,289,0,0.67,1.695,0,0.127,0,0,0,1.034,0.261,0,0,0.0119,26.5,0,1,750,0,24,17.16,74.09,308,4.8
01/04/22,RS-01,20.346928,-102.779392,23,8.8,4.62,894,55,310.38,61.18,200.12,0.87,0,0.011,1.01,2.3,94.26,0.15,4.38,31.423,0,0.78,76,599,0,0.57,5.3772,0.0232,0.152,0,0,0,3.16,0.084,0,0,0.0027,110,0,46,46,0,28,0,82.35,675,2.31
01/12/20,RS-01,20.346928,-102.779392,20,8,4.61,942,21,348.1,61.25,215.6,1.17,0,0,1.01,2.73,90.3,0.31,4.54,37.7,8.06,0.79,33,603,0.1,0.56,3.69,0.0181,0.244,7.50E-04,0,0,1.529,0.087,0,0,0.013,92.7,0,460,460,0,24,6.93,122.93,636,2.73
26/06/12,RS-01,20.346928,-102.779392,25.2,7.2,0.25,2280,220,555.84,170.28,266.8,0.97,0.5,0.047,18.11,24.11,606.78,0.85,174.75,313.69,23.4,17.32,156,1636,0,45.17,3.3681,0.0029,0.114,0.01597,0,0,1.755,0.57,0,0,0.0229,166.3,0.144,2.40E+07,4300000,0,26.4,0,0,1792,20.29
08/07/19,RS-01,20.346928,-102.779392,26,8,1.6,898,18.5,315.37,53.77,182.58,1.76,0.25,0,0,1.9,92.91,0.23,4.38,35.71,0,0.62,19,572,0,1.52,0.2188,0,0.2969,0,0,0,0.995,0.088,8.40E-04,0,0,84.7,0,2,2,0,28,15.39,128.7,591,2.15
10/02/09,RS-01,20.346928,-102.779392,20,7.94,4.85,0,0,0,0,0,0,0.43,0.022,0,0.56,0,0,6.5,52.1,12.78,0.48,32,517,0.1,0,2.249,0.0134,0,0,0,0,2.142,0.069,0,0,0,60.7,0.072,2800,2000,0,0,0,0,549,1.012
27/04/10,RS-01,20.346928,-102.779392,24.3,8.37,3.67,967,50,300,49,221,1.09,0,0.012,1.87,2.34,64.03,0,5.25,32,0,0.67,55,576,0,0.9,2.028,0.0086,0,0,0,0,1.56,0.051,0,0,0,70.4,0.161,21000,21000,0,24,0,0,631,2.352
24/04/12,RS-01,20.346928,-102.779392,22.9,8.4,2.43,1036,30,398.82,64.49,271.57,1.33,0.45,0,0,0,89.64,0,4.12,35.61,0,0.8,50,709,0.1,1.76,0.9857,0.0052,0.1532,0.0011,0,0,1.469,0.055,9.70E-04,0,0.0147,108.6,0.729,750,430,0,25.2,0,0,759,0
20/10/09,RS-01,20.346928,-102.779392,21,7.27,0.59,334,7.65,139.44,20.38,121.89,0.3,0.6,0.28,0.59,2.94,20.5,0.511,8.58,21.85,8.92,0.42,51,213,0.2,0,2.088,0,0,0,0,0,1.989,0.139,0,0,0,17.4,0,2400000,2400000,0,22,9.58,0,264,3.82
19/08/20,RS-01,20.346928,-102.779392,22,6.2,4.75,539,170,142.6,34.49,106.28,0.43,0.63,0.488,2.77,4.9,11.6,0,5.64,42.16,0,1.33,122,355,0.1,0,9.12,0,0.22,0,0,0,11.218,0.319,0,0,0.0076,27.5,0.052,1,750,0,24,19.03,69.74,477,6.02
16/04/18,RS-01,20.346928,-102.779392,25,8.6,3.54,963.2,50,353.46,60.79,255.06,1,0,0,0,1.69,135.56,0,3.09,42.11,0,0.48,47,645,0,2.25,1.4695,0.0042,0.1724,0,0,0,1.052,0,0,0,0.0028,99.6,0.036,11,2,0,27,0,140.28,692,1.69
16/03/22,RS-01,20.346928,-102.779392,22,9.3,5.2,935,55,305.89,60.07,192.45,1.33,0,0.025,3.75,5.21,92.73,0.36,3.3,33.472,0,0.7,71,592,0,0,1.1706,0.0207,0.0306,0,0,0,3.524,0.86,0,0,0.0029,110.8,0,46,24,0,25,0,105.39,663,5.23
07/07/21,RS-01,20.346928,-102.779392,23,7.3,4.98,567,160,194.53,38,129.34,0.62,0.25,0,2.04,3.44,62.48,0.26,6.27,55.81,6.14,1.15,87,408,0,0,2.86,0,0.21,0,0,0,6.126,0.295,0,0,0.012,50.5,0,460,460,0,23,17.11,79.99,495,3.69
